,Date Time,Doctors (count),Nurses(Count),Doctors on-call (Count),Nurses on-call (Count),Total Hospital Beds (Count),Hospital Beds Open (Count),Hospital Beds Occupied (Count),Ambulances On Duty (Count)
15550,2023-10-10 22:00:00,148,298,14,17,597,440,157,13
15551,2023-10-10 23:00:00,125,284,8,10,736,619,117,12
15552,2023-10-11 00:00:00,137,290,12,14,552,490,62,7
15553,2023-10-11 01:00:00,130,280,13,14,698,618,80,14
15554,2023-10-11 02:00:00,140,292,14,16,685,518,167,6
15555,2023-10-11 03:00:00,129,297,10,11,746,594,152,13
15556,2023-10-11 04:00:00,131,269,11,13,664,511,153,13
15557,2023-10-11 05:00:00,134,268,9,15,719,557,162,9
15558,2023-10-11 06:00:00,133,276,8,10,675,541,134,11
15559,2023-10-11 07:00:00,140,282,10,10,504,401,103,6
15560,2023-10-11 08:00:00,128,275,11,13,779,685,94,12
15561,2023-10-11 09:00:00,120,292,10,19,650,524,126,10
15562,2023-10-11 10:00:00,140,291,7,16,726,552,174,13
15563,2023-10-11 11:00:00,140,260,13,13,503,380,123,12
15564,2023-10-11 12:00:00,148,257,5,11,661,549,112,12
15565,2023-10-11 13:00:00,133,293,11,19,713,553,160,13
15566,2023-10-11 14:00:00,134,250,7,13,541,452,89,9
15567,2023-10-11 15:00:00,143,271,5,10,632,481,151,8
15568,2023-10-11 16:00:00,135,269,12,18,614,471,143,10
15569,2023-10-11 17:00:00,122,274,14,11,638,502,136,8
15570,2023-10-11 18:00:00,127,273,13,14,789,676,113,13
15571,2023-10-11 19:00:00,123,266,6,19,631,464,167,8
15572,2023-10-11 20:00:00,142,264,6,14,776,640,136,7
15573,2023-10-11 21:00:00,146,294,9,18,626,520,106,14
15574,2023-10-11 22:00:00,147,277,10,13,639,489,150,11
15575,2023-10-11 23:00:00,136,260,8,17,675,535,140,7
15576,2023-10-12 00:00:00,134,256,8,19,505,426,79,9
15577,2023-10-12 01:00:00,147,255,6,11,663,515,148,12
15578,2023-10-12 02:00:00,139,283,7,19,635,474,161,5
15579,2023-10-12 03:00:00,120,255,7,17,605,507,98,11
15580,2023-10-12 04:00:00,132,251,11,16,720,601,119,7
15581,2023-10-12 05:00:00,136,285,14,12,522,397,125,11
15582,2023-10-12 06:00:00,124,271,10,10,705,566,139,7
15583,2023-10-12 07:00:00,124,258,12,14,620,508,112,12
15584,2023-10-12 08:00:00,132,257,10,16,616,477,139,14
15585,2023-10-12 09:00:00,148,271,6,16,715,605,110,11
15586,2023-10-12 10:00:00,133,282,10,17,523,421,102,11
15587,2023-10-12 11:00:00,148,263,7,11,691,617,74,7
15588,2023-10-12 12:00:00,122,252,5,13,607,444,163,6
15589,2023-10-12 13:00:00,145,258,14,14,601,440,161,11
15590,2023-10-12 14:00:00,125,288,14,14,666,551,115,9
15591,2023-10-12 15:00:00,133,257,11,14,723,627,96,10
15592,2023-10-12 16:00:00,139,262,9,16,552,411,141,14
15593,2023-10-12 17:00:00,120,260,5,12,525,443,82,13
15594,2023-10-12 18:00:00,122,261,11,13,557,501,56,7
15595,2023-10-12 19:00:00,139,288,9,19,632,484,148,11
15596,2023-10-12 20:00:00,146,288,9,17,775,613,162,13
15597,2023-10-12 21:00:00,144,268,12,10,765,679,86,13
15598,2023-10-12 22:00:00,139,263,14,10,596,516,80,9
15599,2023-10-12 23:00:00,125,282,13,15,783,672,111,10
15600,2023-10-13 00:00:00,145,261,5,17,526,426,100,10
15601,2023-10-13 01:00:00,147,297,14,13,701,595,106,5
15602,2023-10-13 02:00:00,139,282,11,10,559,417,142,10
15603,2023-10-13 03:00:00,127,269,7,17,776,597,179,11
15604,2023-10-13 04:00:00,132,285,14,12,778,685,93,10
15605,2023-10-13 05:00:00,145,281,6,15,578,446,132,10
15606,2023-10-13 06:00:00,125,250,14,15,642,577,65,7
15607,2023-10-13 07:00:00,140,299,5,15,649,543,106,9
15608,2023-10-13 08:00:00,139,290,5,15,648,507,141,7
15609,2023-10-13 09:00:00,126,296,6,19,717,583,134,9
15610,2023-10-13 10:00:00,149,254,11,17,528,432,96,12
15611,2023-10-13 11:00:00,148,254,10,13,750,668,82,12
15612,2023-10-13 12:00:00,133,274,8,17,789,591,198,10
15613,2023-10-13 13:00:00,121,253,8,16,675,588,87,6
15614,2023-10-13 14:00:00,138,283,13,18,668,564,104,6
15615,2023-10-13 15:00:00,135,258,10,19,781,600,181,8
15616,2023-10-13 16:00:00,149,272,12,19,788,691,97,11
15617,2023-10-13 17:00:00,145,257,14,12,579,485,94,12
15618,2023-10-13 18:00:00,134,254,8,10,660,529,131,7
15619,2023-10-13 19:00:00,145,262,7,18,606,481,125,10
15620,2023-10-13 20:00:00,123,267,11,14,636,488,148,13
15621,2023-10-13 21:00:00,148,284,9,15,600,532,68,7
15622,2023-10-13 22:00:00,146,258,12,10,693,540,153,7
15623,2023-10-13 23:00:00,139,257,12,10,559,497,62,14
15624,2023-10-14 00:00:00,140,283,5,19,535,377,158,11
15625,2023-10-14 01:00:00,140,277,5,17,695,620,75,14
15626,2023-10-14 02:00:00,123,265,6,16,550,406,144,5
15627,2023-10-14 03:00:00,127,299,7,18,645,479,166,10
15628,2023-10-14 04:00:00,143,275,11,12,616,462,154,14
15629,2023-10-14 05:00:00,147,264,14,10,508,427,81,5
15630,2023-10-14 06:00:00,120,290,14,11,556,459,97,12
15631,2023-10-14 07:00:00,139,285,12,13,562,399,163,14
15632,2023-10-14 08:00:00,127,286,6,14,758,561,197,5
15633,2023-10-14 09:00:00,137,261,10,19,504,389,115,13
15634,2023-10-14 10:00:00,138,289,5,11,528,389,139,12
15635,2023-10-14 11:00:00,134,267,8,16,520,466,54,6
15636,2023-10-14 12:00:00,128,263,8,16,523,376,147,6
15637,2023-10-14 13:00:00,134,299,14,11,593,427,166,13
15638,2023-10-14 14:00:00,122,278,9,10,780,623,157,8
15639,2023-10-14 15:00:00,140,261,11,13,672,578,94,5
15640,2023-10-14 16:00:00,142,274,5,19,564,446,118,11
15641,2023-10-14 17:00:00,149,273,12,19,599,504,95,13
15642,2023-10-14 18:00:00,149,267,8,10,613,529,84,6
15643,2023-10-14 19:00:00,141,260,5,19,741,635,106,14
15644,2023-10-14 20:00:00,134,257,5,16,502,392,110,9
15645,2023-10-14 21:00:00,126,293,6,18,518,378,140,10
15646,2023-10-14 22:00:00,127,251,5,19,696,550,146,10
15647,2023-10-14 23:00:00,144,260,14,18,540,459,81,10
15648,2023-10-15 00:00:00,123,250,7,19,662,554,108,10
15649,2023-10-15 01:00:00,131,282,9,11,530,430,100,12
15650,2023-10-15 02:00:00,142,263,7,11,773,642,131,7
15651,2023-10-15 03:00:00,135,270,8,15,553,489,64,9
15652,2023-10-15 04:00:00,138,250,14,10,673,602,71,9
15653,2023-10-15 05:00:00,139,286,11,12,546,424,122,10
15654,2023-10-15 06:00:00,137,278,14,18,584,484,100,13
15655,2023-10-15 07:00:00,139,257,10,15,679,509,170,9
15656,2023-10-15 08:00:00,133,269,7,19,617,433,184,12
15657,2023-10-15 09:00:00,142,265,11,19,666,493,173,10
15658,2023-10-15 10:00:00,146,292,13,14,759,570,189,8
15659,2023-10-15 11:00:00,137,258,6,15,522,409,113,13
15660,2023-10-15 12:00:00,147,284,12,13,525,387,138,14
15661,2023-10-15 13:00:00,137,281,7,17,782,627,155,8
15662,2023-10-15 14:00:00,144,263,8,13,676,585,91,7
15663,2023-10-15 15:00:00,125,293,12,12,531,434,97,8
15664,2023-10-15 16:00:00,135,275,6,16,690,603,87,7
15665,2023-10-15 17:00:00,134,266,8,11,738,547,191,10
15666,2023-10-15 18:00:00,143,295,14,18,762,564,198,12
15667,2023-10-15 19:00:00,139,250,6,14,560,444,116,12
15668,2023-10-15 20:00:00,130,295,7,12,542,471,71,13
15669,2023-10-15 21:00:00,149,294,9,12,773,630,143,9
15670,2023-10-15 22:00:00,144,296,7,12,661,492,169,13
15671,2023-10-15 23:00:00,122,280,9,14,679,598,81,14
15672,2023-10-16 00:00:00,124,271,8,18,715,562,153,13
15673,2023-10-16 01:00:00,138,280,9,15,734,588,146,7
15674,2023-10-16 02:00:00,130,274,8,16,733,654,79,13
15675,2023-10-16 03:00:00,137,250,9,15,554,494,60,13
15676,2023-10-16 04:00:00,123,295,10,18,589,495,94,13
15677,2023-10-16 05:00:00,138,271,8,19,501,411,90,10
15678,2023-10-16 06:00:00,134,254,14,17,796,652,144,5
15679,2023-10-16 07:00:00,128,271,14,19,541,420,121,9
15680,2023-10-16 08:00:00,125,254,12,16,771,566,205,13
15681,2023-10-16 09:00:00,145,283,5,13,625,466,159,8
15682,2023-10-16 10:00:00,124,286,5,13,691,503,188,5
15683,2023-10-16 11:00:00,134,289,11,10,703,511,192,9
15684,2023-10-16 12:00:00,147,290,5,19,527,411,116,14
15685,2023-10-16 13:00:00,142,280,5,13,542,460,82,14
15686,2023-10-16 14:00:00,138,253,12,14,501,389,112,10
15687,2023-10-16 15:00:00,146,270,14,14,794,655,139,12
15688,2023-10-16 16:00:00,137,278,9,13,530,458,72,8
15689,2023-10-16 17:00:00,127,276,13,11,733,533,200,5
15690,2023-10-16 18:00:00,134,272,6,14,583,494,89,9
15691,2023-10-16 19:00:00,143,270,13,13,787,675,112,7
15692,2023-10-16 20:00:00,144,267,6,10,572,427,145,9
15693,2023-10-16 21:00:00,121,290,6,16,637,529,108,6
15694,2023-10-16 22:00:00,143,282,5,14,634,506,128,13
15695,2023-10-16 23:00:00,127,293,14,13,608,509,99,9
15696,2023-10-17 00:00:00,138,297,13,16,518,377,141,13
15697,2023-10-17 01:00:00,137,254,5,19,645,506,139,13
15698,2023-10-17 02:00:00,127,263,5,17,566,415,151,8
15699,2023-10-17 03:00:00,124,259,13,16,762,612,150,11
15700,2023-10-17 04:00:00,139,255,8,19,577,498,79,11
15701,2023-10-17 05:00:00,139,271,12,12,750,638,112,5
15702,2023-10-17 06:00:00,146,286,13,13,796,590,206,6
15703,2023-10-17 07:00:00,133,291,12,17,797,669,128,7
15704,2023-10-17 08:00:00,138,288,14,14,559,444,115,11
15705,2023-10-17 09:00:00,130,268,6,18,734,623,111,11
15706,2023-10-17 10:00:00,145,293,7,13,573,434,139,8
15707,2023-10-17 11:00:00,131,260,11,18,507,382,125,14
15708,2023-10-17 12:00:00,120,283,9,19,766,675,91,13
15709,2023-10-17 13:00:00,123,266,9,16,675,532,143,11
15710,2023-10-17 14:00:00,124,282,6,11,525,367,158,7
15711,2023-10-17 15:00:00,128,281,11,10,600,492,108,11
15712,2023-10-17 16:00:00,131,294,7,13,722,617,105,12
15713,2023-10-17 17:00:00,131,288,7,17,683,570,113,9
15714,2023-10-17 18:00:00,132,287,7,17,702,577,125,10
15715,2023-10-17 19:00:00,128,263,12,11,683,558,125,10
15716,2023-10-17 20:00:00,132,263,13,17,599,529,70,12
15717,2023-10-17 21:00:00,141,293,14,11,673,484,189,11
15718,2023-10-17 22:00:00,138,278,13,11,548,488,60,6
15719,2023-10-17 23:00:00,123,285,12,18,539,467,72,7
15720,2023-10-18 00:00:00,139,288,7,15,549,472,77,7
15721,2023-10-18 01:00:00,124,263,9,11,665,526,139,13
15722,2023-10-18 02:00:00,135,289,6,12,521,408,113,12
15723,2023-10-18 03:00:00,141,259,13,18,545,439,106,7
15724,2023-10-18 04:00:00,123,298,14,17,587,504,83,7
15725,2023-10-18 05:00:00,135,293,11,14,736,536,200,9
15726,2023-10-18 06:00:00,142,277,11,13,713,506,207,8
15727,2023-10-18 07:00:00,120,258,10,19,685,502,183,9
15728,2023-10-18 08:00:00,128,274,13,19,522,417,105,9
15729,2023-10-18 09:00:00,137,266,11,16,757,575,182,12
15730,2023-10-18 10:00:00,140,279,7,18,795,557,238,7
15731,2023-10-18 11:00:00,143,255,13,12,665,574,91,10
15732,2023-10-18 12:00:00,141,282,8,11,619,443,176,7
15733,2023-10-18 13:00:00,143,254,13,12,719,530,189,9
15734,2023-10-18 14:00:00,141,296,5,10,761,614,147,10
15735,2023-10-18 15:00:00,122,260,10,12,632,543,89,13
15736,2023-10-18 16:00:00,131,262,8,10,570,453,117,13
15737,2023-10-18 17:00:00,141,251,6,17,617,510,107,13
15738,2023-10-18 18:00:00,139,267,5,15,618,534,84,8
15739,2023-10-18 19:00:00,123,273,14,10,632,505,127,11
15740,2023-10-18 20:00:00,123,287,12,19,511,420,91,5
15741,2023-10-18 21:00:00,149,290,14,18,788,695,93,12
15742,2023-10-18 22:00:00,137,286,11,11,574,426,148,10
15743,2023-10-18 23:00:00,127,253,10,12,701,579,122,9
15744,2023-10-19 00:00:00,147,253,6,11,605,510,95,5
15745,2023-10-19 01:00:00,134,295,9,12,627,552,75,5
15746,2023-10-19 02:00:00,130,260,6,14,741,549,192,13
15747,2023-10-19 03:00:00,132,267,12,17,780,659,121,5
15748,2023-10-19 04:00:00,133,297,10,16,707,524,183,7
15749,2023-10-19 05:00:00,149,251,6,16,502,362,140,7
15750,2023-10-19 06:00:00,148,292,13,17,763,573,190,8
15751,2023-10-19 07:00:00,140,285,14,16,673,547,126,14
15752,2023-10-19 08:00:00,136,289,13,16,607,467,140,7
15753,2023-10-19 09:00:00,131,265,6,13,685,599,86,13
15754,2023-10-19 10:00:00,145,285,12,12,695,584,111,8
15755,2023-10-19 11:00:00,143,266,9,10,614,499,115,14
15756,2023-10-19 12:00:00,149,269,13,12,585,431,154,8
15757,2023-10-19 13:00:00,139,283,7,17,747,649,98,7
15758,2023-10-19 14:00:00,146,250,5,18,724,626,98,7
15759,2023-10-19 15:00:00,142,289,9,10,590,476,114,10
15760,2023-10-19 16:00:00,125,267,10,14,632,477,155,12
15761,2023-10-19 17:00:00,135,294,11,18,627,447,180,14
15762,2023-10-19 18:00:00,141,282,10,17,761,683,78,11
15763,2023-10-19 19:00:00,129,251,6,13,739,648,91,13
15764,2023-10-19 20:00:00,146,262,9,14,799,622,177,13
15765,2023-10-19 21:00:00,138,259,7,14,732,574,158,9
15766,2023-10-19 22:00:00,124,279,9,11,599,447,152,7
15767,2023-10-19 23:00:00,141,296,9,17,626,547,79,9
15768,2023-10-20 00:00:00,133,259,7,13,552,413,139,11
15769,2023-10-20 01:00:00,131,277,14,14,773,552,221,11
15770,2023-10-20 02:00:00,142,255,14,13,632,501,131,6
15771,2023-10-20 03:00:00,133,270,9,16,512,436,76,8
15772,2023-10-20 04:00:00,126,275,7,19,535,463,72,7
15773,2023-10-20 05:00:00,141,253,8,10,710,555,155,12
15774,2023-10-20 06:00:00,123,285,10,12,797,600,197,10
15775,2023-10-20 07:00:00,141,258,12,10,690,570,120,8
15776,2023-10-20 08:00:00,140,262,5,17,533,457,76,6
15777,2023-10-20 09:00:00,133,276,14,19,514,414,100,8
15778,2023-10-20 10:00:00,130,292,5,18,585,514,71,14
15779,2023-10-20 11:00:00,138,273,13,10,703,620,83,5
15780,2023-10-20 12:00:00,134,284,9,12,792,578,214,6
15781,2023-10-20 13:00:00,133,290,13,19,796,630,166,6
15782,2023-10-20 14:00:00,125,265,7,18,745,632,113,5
15783,2023-10-20 15:00:00,149,250,7,16,607,531,76,14
15784,2023-10-20 16:00:00,133,281,11,15,699,548,151,13
15785,2023-10-20 17:00:00,143,259,13,18,671,521,150,12
15786,2023-10-20 18:00:00,121,250,8,13,734,531,203,14
15787,2023-10-20 19:00:00,149,261,10,16,561,429,132,7
15788,2023-10-20 20:00:00,144,265,7,17,766,577,189,5
15789,2023-10-20 21:00:00,137,289,11,14,536,430,106,6
15790,2023-10-20 22:00:00,137,264,11,17,519,451,68,14
15791,2023-10-20 23:00:00,124,261,13,10,504,411,93,10
15792,2023-10-21 00:00:00,133,277,7,13,768,604,164,6
15793,2023-10-21 01:00:00,146,298,8,12,587,460,127,9
15794,2023-10-21 02:00:00,138,295,10,17,505,409,96,14
15795,2023-10-21 03:00:00,138,255,11,15,798,700,98,8
15796,2023-10-21 04:00:00,139,254,6,17,595,530,65,7
15797,2023-10-21 05:00:00,142,292,5,10,571,414,157,13
15798,2023-10-21 06:00:00,149,252,13,17,556,475,81,6
15799,2023-10-21 07:00:00,122,259,9,18,503,363,140,7
15800,2023-10-21 08:00:00,143,261,9,15,707,582,125,14
15801,2023-10-21 09:00:00,129,281,12,14,529,401,128,8
15802,2023-10-21 10:00:00,139,268,14,13,541,480,61,7
15803,2023-10-21 11:00:00,137,265,11,11,723,643,80,11
15804,2023-10-21 12:00:00,148,256,9,15,783,580,203,12
15805,2023-10-21 13:00:00,145,263,6,11,741,645,96,13
15806,2023-10-21 14:00:00,133,297,8,13,729,616,113,9
15807,2023-10-21 15:00:00,132,258,7,10,742,656,86,9
15808,2023-10-21 16:00:00,134,287,6,16,584,461,123,6
15809,2023-10-21 17:00:00,149,262,13,17,762,623,139,10
15810,2023-10-21 18:00:00,120,256,12,16,684,535,149,6
15811,2023-10-21 19:00:00,149,297,5,17,559,472,87,8
15812,2023-10-21 20:00:00,130,252,10,13,788,594,194,8
15813,2023-10-21 21:00:00,143,267,9,10,534,464,70,6
15814,2023-10-21 22:00:00,141,282,11,10,676,516,160,5
15815,2023-10-21 23:00:00,134,260,11,19,703,580,123,11
15816,2023-10-22 00:00:00,146,286,9,19,722,616,106,12
15817,2023-10-22 01:00:00,126,287,14,12,603,492,111,9
15818,2023-10-22 02:00:00,127,287,10,19,572,503,69,13
15819,2023-10-22 03:00:00,128,280,7,10,674,583,91,7
15820,2023-10-22 04:00:00,127,275,11,18,744,524,220,7
15821,2023-10-22 05:00:00,125,266,9,18,727,552,175,6
15822,2023-10-22 06:00:00,131,274,14,12,784,617,167,5
15823,2023-10-22 07:00:00,124,279,12,17,571,512,59,6
15824,2023-10-22 08:00:00,149,262,10,12,525,385,140,13
15825,2023-10-22 09:00:00,125,274,7,14,738,625,113,13
15826,2023-10-22 10:00:00,120,292,11,18,672,565,107,6
15827,2023-10-22 11:00:00,128,274,11,16,594,533,61,13
15828,2023-10-22 12:00:00,122,269,8,11,710,501,209,9
15829,2023-10-22 13:00:00,133,254,9,19,556,424,132,14
15830,2023-10-22 14:00:00,123,250,6,14,674,484,190,7
15831,2023-10-22 15:00:00,131,277,10,17,750,603,147,14
15832,2023-10-22 16:00:00,129,258,9,14,780,641,139,8
15833,2023-10-22 17:00:00,126,295,7,18,650,550,100,6
15834,2023-10-22 18:00:00,146,266,12,19,737,660,77,6
15835,2023-10-22 19:00:00,145,251,7,12,616,491,125,7
15836,2023-10-22 20:00:00,127,277,13,11,556,400,156,6
15837,2023-10-22 21:00:00,143,281,5,16,753,666,87,10
15838,2023-10-22 22:00:00,130,251,5,11,728,511,217,11
15839,2023-10-22 23:00:00,135,266,6,15,630,484,146,12
15840,2023-10-23 00:00:00,136,272,8,13,665,544,121,5
15841,2023-10-23 01:00:00,144,253,13,16,589,513,76,7
15842,2023-10-23 02:00:00,125,278,12,18,555,393,162,6
15843,2023-10-23 03:00:00,126,261,14,10,563,502,61,13
15844,2023-10-23 04:00:00,138,252,7,18,749,524,225,9
15845,2023-10-23 05:00:00,139,259,13,17,587,438,149,5
15846,2023-10-23 06:00:00,125,295,13,18,746,608,138,6
15847,2023-10-23 07:00:00,135,252,12,13,698,539,159,11
15848,2023-10-23 08:00:00,146,279,8,10,788,699,89,6
15849,2023-10-23 09:00:00,128,297,11,14,651,568,83,7
15850,2023-10-23 10:00:00,125,287,14,12,706,600,106,7
15851,2023-10-23 11:00:00,132,258,11,10,784,615,169,5
15852,2023-10-23 12:00:00,126,285,8,15,613,501,112,7
15853,2023-10-23 13:00:00,146,256,8,10,749,626,123,11
15854,2023-10-23 14:00:00,124,260,5,11,635,447,188,5
15855,2023-10-23 15:00:00,146,263,9,18,522,369,153,11
15856,2023-10-23 16:00:00,135,281,14,18,750,552,198,13
15857,2023-10-23 17:00:00,136,258,5,11,590,444,146,14
15858,2023-10-23 18:00:00,133,294,10,13,725,555,170,6
15859,2023-10-23 19:00:00,126,289,7,14,544,420,124,11
15860,2023-10-23 20:00:00,126,257,12,19,621,551,70,5
15861,2023-10-23 21:00:00,120,278,6,11,754,623,131,7
15862,2023-10-23 22:00:00,125,270,8,17,679,530,149,11
15863,2023-10-23 23:00:00,143,275,10,14,574,484,90,7
15864,2023-10-24 00:00:00,137,285,9,11,722,528,194,8
15865,2023-10-24 01:00:00,139,259,14,18,508,422,86,12
15866,2023-10-24 02:00:00,144,259,12,19,684,608,76,5
15867,2023-10-24 03:00:00,144,295,5,12,531,387,144,13
15868,2023-10-24 04:00:00,135,267,11,10,578,411,167,5
15869,2023-10-24 05:00:00,125,299,10,12,660,574,86,9
15870,2023-10-24 06:00:00,136,253,10,11,702,623,79,8
15871,2023-10-24 07:00:00,129,287,5,17,792,698,94,14
15872,2023-10-24 08:00:00,137,269,7,15,679,571,108,12
15873,2023-10-24 09:00:00,127,267,12,11,640,493,147,10
15874,2023-10-24 10:00:00,144,256,5,16,547,429,118,11
15875,2023-10-24 11:00:00,144,269,12,16,784,560,224,12
15876,2023-10-24 12:00:00,139,267,13,10,503,423,80,9
15877,2023-10-24 13:00:00,147,258,7,18,676,491,185,11
15878,2023-10-24 14:00:00,136,292,7,16,531,437,94,14
15879,2023-10-24 15:00:00,123,255,7,11,641,546,95,10
15880,2023-10-24 16:00:00,145,267,5,19,567,430,137,5
15881,2023-10-24 17:00:00,146,268,13,10,646,559,87,5
15882,2023-10-24 18:00:00,143,253,5,17,567,478,89,7
15883,2023-10-24 19:00:00,128,295,10,17,746,654,92,14
15884,2023-10-24 20:00:00,134,261,8,19,730,646,84,14
15885,2023-10-24 21:00:00,136,297,11,10,755,553,202,14
15886,2023-10-24 22:00:00,131,290,6,16,734,611,123,8
15887,2023-10-24 23:00:00,133,298,6,19,789,649,140,6
15888,2023-10-25 00:00:00,120,272,6,16,543,433,110,13
15889,2023-10-25 01:00:00,121,264,7,14,696,578,118,10
15890,2023-10-25 02:00:00,145,259,14,10,582,486,96,8
15891,2023-10-25 03:00:00,120,277,8,15,790,558,232,12
15892,2023-10-25 04:00:00,123,297,6,14,780,678,102,12
15893,2023-10-25 05:00:00,137,292,9,17,708,618,90,11
15894,2023-10-25 06:00:00,125,272,12,15,728,598,130,8
15895,2023-10-25 07:00:00,143,295,9,11,650,553,97,11
15896,2023-10-25 08:00:00,121,261,6,19,649,509,140,12
15897,2023-10-25 09:00:00,144,281,11,17,714,580,134,8
15898,2023-10-25 10:00:00,142,297,9,13,684,542,142,9
15899,2023-10-25 11:00:00,139,269,11,12,554,438,116,10
15900,2023-10-25 12:00:00,130,274,14,16,706,508,198,14
15901,2023-10-25 13:00:00,127,299,14,11,518,414,104,9
15902,2023-10-25 14:00:00,132,290,11,16,790,695,95,9
15903,2023-10-25 15:00:00,146,275,12,12,673,580,93,6
15904,2023-10-25 16:00:00,144,287,10,12,521,457,64,12
15905,2023-10-25 17:00:00,131,271,8,18,740,644,96,14
15906,2023-10-25 18:00:00,146,259,9,17,561,442,119,9
15907,2023-10-25 19:00:00,135,288,9,15,605,542,63,11
15908,2023-10-25 20:00:00,128,264,9,11,500,366,134,11
15909,2023-10-25 21:00:00,126,295,12,12,534,413,121,14
15910,2023-10-25 22:00:00,149,258,10,17,660,563,97,12
15911,2023-10-25 23:00:00,121,280,9,10,739,651,88,10
15912,2023-10-26 00:00:00,138,283,11,11,608,500,108,11
15913,2023-10-26 01:00:00,123,257,5,15,622,444,178,10
15914,2023-10-26 02:00:00,139,279,14,17,526,380,146,6
15915,2023-10-26 03:00:00,146,281,7,13,582,509,73,8
15916,2023-10-26 04:00:00,122,273,13,14,717,564,153,12
15917,2023-10-26 05:00:00,149,277,7,13,541,481,60,11
15918,2023-10-26 06:00:00,131,262,11,12,745,584,161,5
15919,2023-10-26 07:00:00,126,298,8,13,526,381,145,14
15920,2023-10-26 08:00:00,125,278,12,19,537,473,64,12
15921,2023-10-26 09:00:00,143,257,12,19,507,422,85,6
15922,2023-10-26 10:00:00,129,259,10,16,639,496,143,10
15923,2023-10-26 11:00:00,137,293,7,18,603,507,96,13
15924,2023-10-26 12:00:00,148,282,11,17,524,411,113,10
15925,2023-10-26 13:00:00,126,299,8,18,514,422,92,8
15926,2023-10-26 14:00:00,129,299,9,11,545,435,110,12
15927,2023-10-26 15:00:00,149,262,8,12,554,487,67,14
15928,2023-10-26 16:00:00,140,284,10,18,723,544,179,5
15929,2023-10-26 17:00:00,148,285,12,18,636,505,131,10
15930,2023-10-26 18:00:00,131,275,8,12,551,480,71,7
15931,2023-10-26 19:00:00,122,262,9,19,557,431,126,7
15932,2023-10-26 20:00:00,129,266,9,15,715,633,82,6
15933,2023-10-26 21:00:00,132,287,5,15,760,646,114,5
15934,2023-10-26 22:00:00,144,253,13,12,697,566,131,12
15935,2023-10-26 23:00:00,121,263,7,12,624,534,90,10
15936,2023-10-27 00:00:00,131,278,8,10,776,639,137,6
15937,2023-10-27 01:00:00,132,296,7,19,668,545,123,14
15938,2023-10-27 02:00:00,142,290,13,15,563,468,95,14
15939,2023-10-27 03:00:00,126,253,5,19,571,508,63,8
15940,2023-10-27 04:00:00,136,254,8,18,663,570,93,10
15941,2023-10-27 05:00:00,126,268,12,15,772,663,109,12
15942,2023-10-27 06:00:00,139,295,9,13,712,528,184,6
15943,2023-10-27 07:00:00,141,264,11,10,734,653,81,12
15944,2023-10-27 08:00:00,130,271,12,19,661,463,198,7
15945,2023-10-27 09:00:00,145,266,14,14,669,578,91,11
15946,2023-10-27 10:00:00,144,286,6,14,666,533,133,5
15947,2023-10-27 11:00:00,125,282,9,16,626,506,120,5
15948,2023-10-27 12:00:00,133,251,6,15,667,524,143,9
15949,2023-10-27 13:00:00,142,252,8,14,600,462,138,6
15950,2023-10-27 14:00:00,124,292,7,13,619,494,125,6
15951,2023-10-27 15:00:00,147,264,13,19,706,622,84,8
15952,2023-10-27 16:00:00,140,274,7,10,695,553,142,8
15953,2023-10-27 17:00:00,125,292,9,12,625,473,152,12
15954,2023-10-27 18:00:00,132,256,11,12,506,418,88,5
15955,2023-10-27 19:00:00,140,260,11,11,714,608,106,7
15956,2023-10-27 20:00:00,138,251,11,15,798,637,161,11
15957,2023-10-27 21:00:00,122,250,11,18,566,455,111,6
15958,2023-10-27 22:00:00,127,264,8,11,745,603,142,8
15959,2023-10-27 23:00:00,132,292,10,15,628,541,87,10
15960,2023-10-28 00:00:00,142,257,12,12,596,526,70,10
15961,2023-10-28 01:00:00,143,270,14,14,792,599,193,5
15962,2023-10-28 02:00:00,125,256,6,10,744,627,117,11
15963,2023-10-28 03:00:00,130,297,6,19,652,569,83,8
15964,2023-10-28 04:00:00,133,261,8,14,514,419,95,9
15965,2023-10-28 05:00:00,144,268,10,13,696,594,102,14
15966,2023-10-28 06:00:00,125,295,14,14,531,433,98,8
15967,2023-10-28 07:00:00,121,297,11,12,609,464,145,5
15968,2023-10-28 08:00:00,126,255,6,19,524,432,92,5
15969,2023-10-28 09:00:00,132,276,14,11,602,431,171,11
15970,2023-10-28 10:00:00,138,283,9,19,756,657,99,11
15971,2023-10-28 11:00:00,120,252,11,19,608,446,162,13
15972,2023-10-28 12:00:00,141,253,14,14,776,545,231,13
15973,2023-10-28 13:00:00,137,255,6,12,581,455,126,9
15974,2023-10-28 14:00:00,143,283,6,17,663,475,188,11
15975,2023-10-28 15:00:00,120,261,12,14,597,462,135,5
15976,2023-10-28 16:00:00,143,259,10,19,562,490,72,8
15977,2023-10-28 17:00:00,131,274,11,15,729,595,134,5
15978,2023-10-28 18:00:00,148,295,5,15,734,620,114,7
15979,2023-10-28 19:00:00,138,250,6,16,733,650,83,14
15980,2023-10-28 20:00:00,129,254,8,10,624,511,113,11
15981,2023-10-28 21:00:00,131,288,11,10,670,514,156,5
15982,2023-10-28 22:00:00,129,250,7,15,533,379,154,11
15983,2023-10-28 23:00:00,126,262,8,16,520,418,102,14
